source_type,number,author,title,year,source_report,primary_batch,secondary_batches,status,structure_verification,source_verification,content_verification,verification_reason,validation_issues,enhanced_reports,master_number,note
book,0445,World History Of Design - Volume 2_ World War I To World War,Victor Margolin,待核定,01-book-report/0445 - World History Of Design - Volume 2_ World War I To World War -- Victor Margolin.深度报告.md,Batch 04,Batch 05、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0512,,03-enhanced-report/book-enhanced/0512-Victor-Margolin-World-History-of-Design-Volume-2-enhanced.md,0512,World History of Design第二卷书名作者倒置的旧目录入口；并入0512。
book,0446,Wozencroft,The graphic language of Neville Brody,待核定,01-book-report/0446 - Wozencroft：《The graphic language of Neville Brody》.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0446-Wozencroft-The-Graphic-Language-of-Neville-Brody-enhanced.md,,
book,0447,Zeynep Çelik,Displaying the Orient Architecture of Islam at Nineteenth-Century Worlds Fairs,待核定,01-book-report/0447 - Zeynep Çelik：《Displaying the Orient Architecture of Islam at Nineteenth-Century Worlds Fairs》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0448,Éva Forgács,The Bauhaus Idea and Bauhaus Politics,待核定,01-book-report/0448 - Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》.深度报告.md,Batch 02,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0448-Eva-Forgacs-The-Bauhaus-Idea-and-Bauhaus-Politics-enhanced.md,,
book,0449,万长林,香港平面设计史,2012,01-book-report/0449 - 万长林：《香港平面设计史》，2012.深度报告.md,Batch 05,Batch 04、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0449-Wan-Changlin-Hong-Kong-Graphic-Design-History-enhanced.md,,
book,0450,待核定,世界设计史_I_史前至一战,待核定,01-book-report/0450 - 世界设计史_I_史前至一战.深度报告.md,Batch 05,Batch 04、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0511,,03-enhanced-report/book-enhanced/0511-Victor-Margolin-World-History-of-Design-Volume-1-enhanced.md,0511,"《世界设计史_I_史前至一战》为Victor Margolin《World History of Design, Volume 1: Prehistoric Times to World War I》的中文旧目录入口；0489保留了作者和2015年卷册信息，规范增强报告采用已完成的0511。"
book,0451,待核定,世界设计史_II_苏联至二战,待核定,01-book-report/0451 - 世界设计史_II_苏联至二战.深度报告.md,Batch 04,Batch 05、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0512,,03-enhanced-report/book-enhanced/0512-Victor-Margolin-World-History-of-Design-Volume-2-enhanced.md,0512,"《世界设计史_II_苏联至二战》为Victor Margolin《World History of Design, Volume 2: World War I to World War II》中文旧目录入口；规范增强报告采用已完成的0512。"
book,0452,何人可,工业设计史(第四版),2010,01-book-report/0452 - 何人可：《工业设计史(第四版)》，2010.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0453,刘小羊,中国平面设计史论稿,2016,01-book-report/0453 - 刘小羊：《中国平面设计史论稿》，2016.深度报告.md,Batch 05,Batch 01、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0453-Liu-Xiaoyang-Zhongguo-Pingmian-Shejishi-Lungao-enhanced.md,,
book,0454,"史蒂文·海勒, 西摩·切瓦斯特",平面设计200年,2018,"01-book-report/0454 - 史蒂文·海勒, 西摩·切瓦斯特：《平面设计200年》，2018.深度报告.md",Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0454-Heller-Chwast-Pingmian-Sheji-200-Nian-enhanced.md,,
book,0455,周博,中国现代文字设计图史,2017,01-book-report/0455 - 周博：《中国现代文字设计图史》，2017.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0455-Zhou-Bo-Zhongguo-Xiandai-Wenzi-Sheji-Tushi-enhanced.md,,
book,0456,周博,断裂与绵延：中国现代设计史研究,2019,01-book-report/0456 - 周博：《断裂与绵延：中国现代设计史研究》，2019.深度报告.md,Batch 05,Batch 01、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0456-Zhou-Bo-Duanlie-Yu-Mianyan-Zhongguo-Xiandai-Shejishi-Yanjiu-enhanced.md,,
book,0457,周博,现代设计伦理思想史,2014,01-book-report/0457 - 周博：《现代设计伦理思想史》，2014.深度报告.md,Batch 04,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0458,周陟,UI进化论：移动设备人机交互界面设计,2010,01-book-report/0458 - 周陟：《UI进化论：移动设备人机交互界面设计》，2010.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0459,唐內拉·梅多斯,系统之美：决策者的系统思考,2012,01-book-report/0459 - 唐內拉·梅多斯：《系统之美：决策者的系统思考》，2012.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0460,夏燕靖,中国艺术设计史(升级版),2017,01-book-report/0460 - 夏燕靖：《中国艺术设计史(升级版)》，2017.深度报告.md,Batch 01,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0461,夏燕靖,中国艺术设计史,待核定,01-book-report/0461 - 夏燕靖：《中国艺术设计史》.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0462,大卫·瑞兹曼 (David Raizman),现代设计史（第2版）,2013,01-book-report/0462 - 大卫·瑞兹曼 (David Raizman)：《现代设计史（第2版）》，2013.深度报告.md,Batch 04,Batch 05、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0462-David-Raizman-Modern-Design-History-Chinese-2nd-Edition-enhanced.md,,
book,0463,尼古拉斯·佩夫斯纳,现代设计的先驱者：从威廉·莫里斯到沃尔特·格罗皮乌斯,2019,01-book-report/0463 - 尼古拉斯·佩夫斯纳：《现代设计的先驱者：从威廉·莫里斯到沃尔特·格罗皮乌斯》，2019.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0464,张夫也,外国工艺美术史(第2版),2015,01-book-report/0464 - 张夫也：《外国工艺美术史(第2版)》，2015.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0465,张夫也,外国现代设计史,2009,01-book-report/0465 - 张夫也：《外国现代设计史》，2009.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0466,文一,伟大的中国工业革命发展政治经济学一般原理批判纲要,待核定,01-book-report/0466 - 文一：《伟大的中国工业革命发展政治经济学一般原理批判纲要》.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0467,"斯塔夫里阿诺斯, L.S.",全球通史-1500年以后的世界,待核定,"01-book-report/0467 - 斯塔夫里阿诺斯, L.S.：《全球通史-1500年以后的世界》.深度报告.md",Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0468,曹小鸥,中国现代设计思想：生活、启蒙、变迁,2018,01-book-report/0468 - 曹小鸥：《中国现代设计思想：生活、启蒙、变迁》，2018.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0469,朱和平,世界现代设计史,2004,01-book-report/0469 - 朱和平：《世界现代设计史》，2004.深度报告.md,Batch 02,Batch 04、Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0470,朱和平,现代设计史,2012,01-book-report/0470 - 朱和平：《现代设计史》，2012.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0471,"李砚祖, 王春雨",室内设计史,2013,"01-book-report/0471 - 李砚祖, 王春雨：《室内设计史》，2013.深度报告.md",Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0472,李砚祖,外国设计艺术经典论著选读(上),2004,01-book-report/0472 - 李砚祖：《外国设计艺术经典论著选读(上)》，2004.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0473,李砚祖,外国设计艺术经典论著选读(下),2004,01-book-report/0473 - 李砚祖：《外国设计艺术经典论著选读(下)》，2004.深度报告.md,Batch 04,Batch 03、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0474,李砚祖,造物之美：产品设计的艺术与文化,2000,01-book-report/0474 - 李砚祖：《造物之美：产品设计的艺术与文化》，2000.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0475,"杭间, 靳埭强, 胡恩威",包豪斯道路：历史、遗泽、世界与中国,2010,"01-book-report/0475 - 杭间, 靳埭强, 胡恩威：《包豪斯道路：历史、遗泽、世界与中国》，2010.深度报告.md",Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0476,杭间,中国工艺美学史(第三版修订本),2018,01-book-report/0476 - 杭间：《中国工艺美学史(第三版修订本)》，2018.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0477,杭间,手艺的思想(修订版),2017,01-book-report/0477 - 杭间：《手艺的思想(修订版)》，2017.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0478,杭间,设计道：中国设计的基本问题,2008,01-book-report/0478 - 杭间：《设计道：中国设计的基本问题》，2008.深度报告.md,Batch 04,Batch 06、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0479,柳冠中,事理学方法论,2013,01-book-report/0479 - 柳冠中：《事理学方法论》，2013.深度报告.md,Batch 04,Batch 03、Batch 07、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0480,柳冠中,设计方法论,2011,01-book-report/0480 - 柳冠中：《设计方法论》，2011.深度报告.md,Batch 03,Batch 01、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0481,梁梅,世界现代设计史,2013,01-book-report/0481 - 梁梅：《世界现代设计史》，2013.深度报告.md,Batch 02,Batch 04、Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0482,"樊进, 龙红",中国当代设计全集 第4卷 平面类编 图案篇,2015,"01-book-report/0482 - 樊进, 龙红：《中国当代设计全集 第4卷 平面类编 图案篇》，2015.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0483,沈榆,观念的演进：中国现代设计史,2021,01-book-report/0483 - 沈榆：《观念的演进：中国现代设计史》，2021.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0484,王受之,世界平面设计史,2001,01-book-report/0484 - 王受之：《世界平面设计史》，2001.深度报告.md,Batch 05,Batch 02、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0484-Wang-Shouzhi-Shijie-Pingmian-Shejishi-enhanced.md,,
book,0485,王受之,世界当代艺术史,2002,01-book-report/0485 - 王受之：《世界当代艺术史》，2002.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0486,王受之,世界现代设计史,2015,01-book-report/0486 - 王受之：《世界现代设计史》，2015.深度报告.md,Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0487,"王树良, 张玉花",现代设计史(白金版),2010,"01-book-report/0487 - 王树良, 张玉花：《现代设计史(白金版)》，2010.深度报告.md",Batch 02,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0488,待核定,移动的美术馆 20世纪初中国的书籍装帧设计与商业美术,待核定,01-book-report/0488 - 移动的美术馆 20世纪初中国的书籍装帧设计与商业美术.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0488-Yidong-De-Meishuguan-Shuji-Zhuangzhen-Yu-Shangye-Meishu-enhanced.md,,
book,0489,维克多·马格林,世界设计史1：史前至一战,2015,01-book-report/0489 - 维克多·马格林：《世界设计史1：史前至一战》，2015.深度报告.md,Batch 05,Batch 04、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0511,,03-enhanced-report/book-enhanced/0511-Victor-Margolin-World-History-of-Design-Volume-1-enhanced.md,0511,"《世界设计史1：史前至一战》为Victor Margolin《World History of Design, Volume 1: Prehistoric Times to World War I》中文入口；与0450高度重复，规范增强报告采用已完成的0511。"
book,0490,维克多·马格林,世界设计史2：一战至二战,2015,01-book-report/0490 - 维克多·马格林：《世界设计史2：一战至二战》，2015.深度报告.md,Batch 04,Batch 05、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0512,,03-enhanced-report/book-enhanced/0512-Victor-Margolin-World-History-of-Design-Volume-2-enhanced.md,0512,"《世界设计史2：一战至二战》为Victor Margolin《World History of Design, Volume 2: World War I to World War II》中文入口；与0451高度重合，规范增强报告采用已完成的0512。"
book,0491,"胡天璇, 曾山, 王庆",外国近现代设计史,2012,"01-book-report/0491 - 胡天璇, 曾山, 王庆：《外国近现代设计史》，2012.深度报告.md",Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0492,英彭妮·斯帕克(Penny Sparke),唯有粉红 审美品位的性别政治学,待核定,01-book-report/0492 - 英彭妮·斯帕克(Penny Sparke)：《唯有粉红 审美品位的性别政治学》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0493,待核定,设计与历史的质疑,待核定,01-book-report/0493 - 设计与历史的质疑.深度报告.md,Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0494,赵农,中国艺术设计史,待核定,01-book-report/0494 - 赵农：《中国艺术设计史》.深度报告.md,Batch 01,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0495,赵江洪,设计艺术的含义,1999,01-book-report/0495 - 赵江洪：《设计艺术的含义》，1999.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0496,邵宏,西方设计：一部为生活制作艺术的历史,2010,01-book-report/0496 - 邵宏：《西方设计：一部为生活制作艺术的历史》，2010.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0497,邹德侬,中国现代建筑史,2001,01-book-report/0497 - 邹德侬：《中国现代建筑史》，2001.深度报告.md,Batch 01,Batch 03、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0498,阿德里安·福蒂,欲求之物：1750年以来的设计与社会,2001,01-book-report/0498 - 阿德里安·福蒂：《欲求之物：1750年以来的设计与社会》，2001.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0499,"霍维国, 霍光",中国室内设计史(第2版),2015,"01-book-report/0499 - 霍维国, 霍光：《中国室内设计史(第2版)》，2015.深度报告.md",Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0500,靳埭强,中国现代设计与包豪斯＝BAUHAUS CHINESE MODERN DESIGN,待核定,01-book-report/0500 - 靳埭强：《中国现代设计与包豪斯＝BAUHAUS CHINESE MODERN DESIGN》.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0501,Glenn Adamson、Giorgio Riello、Sarah Teasley 编,Global Design History,2011,01-book-report/0501 - Global Design History（2011）.深度报告.md,Batch 07,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0501-Glenn-Adamson-Giorgio-Riello-Sarah-Teasley-Global-Design-History-enhanced.md,,
book,0502,Richard Buchanan、Dennis P. Doordan、Victor Margolin 编,"The Designed World: Images, Objects, Environments",2010,01-book-report/0502 - The Designed World（2010）.深度报告.md,Batch 01,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0502-Richard-Buchanan-Dennis-Doordan-Victor-Margolin-The-Designed-World-enhanced.md,,
book,0503,Richard Buchanan、Victor Margolin 编,Discovering Design: Explorations in Design Studies,1995,01-book-report/0503 - Discovering Design（1995）.深度报告.md,Batch 03,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0503-Richard-Buchanan-Victor-Margolin-Discovering-Design-enhanced.md,,
book,0504,Victor Margolin、Richard Buchanan 编,The Idea of Design: A Design Issues Reader,1995,01-book-report/0504 - The Idea of Design（1995）.深度报告.md,Batch 03,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0504-Richard-Buchanan-Victor-Margolin-The-Idea-of-Design-enhanced.md,,
book,0505,Hazel Clark、David Brody 编,Design Studies: A Reader,2009,01-book-report/0505 - Design Studies：A Reader（2009）.深度报告.md,Batch 03,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0505-Hazel-Clark-David-Brody-Design-Studies-A-Reader-enhanced.md,,
book,0506,Kjetil Fallan,Design History: Understanding Theory and Method,2010,01-book-report/0506 - Design History：Understanding Theory and Method（2010）.深度报告.md,Batch 03,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0506-Kjetil-Fallan-Design-History-Understanding-Theory-and-Method-enhanced.md,,
book,0507,Victor Margolin,A World History of Design and the History of the World,2005,01-book-report/0507 - A World History of Design and the History of the World（2005）.深度报告.md,Batch 07,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0507-Victor-Margolin-A-World-History-of-Design-and-the-History-of-the-World-enhanced.md,,
book,0508,Victor Margolin,Design History or Design Studies: Subject Matter and Methods,1992,01-book-report/0508 - Design History or Design Studies（1992）.深度报告.md,Batch 01,Batch 03,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0508-Victor-Margolin-Design-History-or-Design-Studies-enhanced.md,,
book,0509,Victor Margolin,Design in History,2009,01-book-report/0509 - Design in History（2009）.深度报告.md,Batch 01,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0509-Victor-Margolin-Design-in-History-enhanced.md,,
book,0510,Victor Margolin,The Politics of the Artificial: Essays on Design and Design Studies,2002,01-book-report/0510 - The Politics of the Artificial（2002）.深度报告.md,Batch 01,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0510-Victor-Margolin-The-Politics-of-the-Artificial-enhanced.md,,
book,0511,Victor Margolin,"World History of Design, Volume 1: Prehistoric Times to World War I",2015,01-book-report/0511 - World History of Design，Volume 1（2015）.深度报告.md,Batch 07,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0511-Victor-Margolin-World-History-of-Design-Volume-1-enhanced.md,,
book,0512,Victor Margolin,"World History of Design, Volume 2: World War I to the Twenty-first Century",2015,01-book-report/0512 - World History of Design，Volume 2（2015）.深度报告.md,Batch 07,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0512-Victor-Margolin-World-History-of-Design-Volume-2-enhanced.md,,
book,0513,Penny Sparke,An Introduction to Design and Culture: 1900 to the Present,1986（所据文本为后续修订版）,01-book-report/0513 - An Introduction to Design and Culture（1986）.深度报告.md,Batch 01,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0513-Penny-Sparke-An-Introduction-to-Design-and-Culture-enhanced.md,,
book,0514,Penny Sparke、Fiona Fisher 编,The Routledge Companion to Design Studies,2016,01-book-report/0514 - The Routledge Companion to Design Studies（2016）.深度报告.md,Batch 03,Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0514-Penny-Sparke-Fiona-Fisher-The-Routledge-Companion-to-Design-Studies-enhanced.md,,
book,0515,John Thackara 编,Design After Modernism: Beyond the Object,1988,01-book-report/0515 - Design After Modernism（1988）.深度报告.md,Batch 02,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0515-John-Thackara-Design-After-Modernism-enhanced.md,,
book,0516,John A. Walker,Design History and the History of Design,1989,01-book-report/0516 - Design History and the History of Design（1989）.深度报告.md,Batch 01,Batch 03,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0516-John-A-Walker-Design-History-and-the-History-of-Design-enhanced.md,,
paper,0001,William W Gaver；Jacob Beaver；Steve Benford,Ambiguity as a Resource for Design,待核定,"01-paper-report/0001 - [ACM Press the conference - Ft_ Lauderdale, Florida, USA -- Gaver, William W_; B.论文深度报告.md",Batch 06,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0002,Alan C. Birnholz (review),Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard RotersWalter Gropius and the Creation of the…,待核定,01-paper-report/0002 - Alan C. Birnholz (review)：《Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard Roters_c575ab3c.论文深度报告.md,Batch 02,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0003,"Allison, Brian","Research in Art and Design: Research Problems, Programmes and Databases",1993,"01-paper-report/0003 - Allison, Brian：Research in Art and Design, 1993_paged.论文深度报告.md",Batch 03,Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0004,Alternatives,ALTERNATIVES,待核定,01-paper-report/0004 - Alternatives：《exploring information appliances through Bill Gaver; Heather Marti.论文深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0005,Anne-Marie Willis,Ontological Designing,2006,01-paper-report/0005 - Anne-Marie Willis：《Ontological Designing》，2006_paged.论文深度报告.md,Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0006,待核定,"Авангард как метод: ВХУТЕМАС и педагогика пространства, 1920–1930 / Avant-Garde as Method: VKhUTEMAS and the Pedagogy of Space, 1920–1930",1930,"01-paper-report/0006 - Avant-Garde as Method Vkhutemas and the Pedagogy of Space, 1920-1930.论文深度报告.md",Batch 02,Batch 03、Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0007,"Bauhaus Imaginista Haus der Kulturen der Welt, Berlin,",Exhibition Reviews,1931,"01-paper-report/0007 - Bauhaus Imaginista Haus der Kulturen der Welt, Berlin, -- Basu, Priyanka -- West.论文深度报告.md",Batch 07,Batch 02,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0008,Book Review,"《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De",1970,"01-paper-report/0008 - Book Review：《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De.论文深度报告.md",Batch 07,Batch 05、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0009,"Brew, Angela",The Nature of Research,2001,"01-paper-report/0009 - Brew, Angela：The Nature of Research：Inquiry into Academic Contexts, 2001_paged.论文深度报告.md",Batch 03,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
paper,0010,Bruno Latour (as Jim Johnson),Mixing Humans and Nonhumans Together: The Sociology of a Door-Closer,1988,01-paper-report/0010 - Bruno Latour (as Jim Johnson)：《Mixing Humans and Nonhumans Together The Sociology of a Door-Closer》，1988_paged.论文深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
